source,target,weight,edge_in_prob_v,edge_out_prob_u
10,9,0.02921817,0.65643805,0.65643805
10,11,0.048294697,0.65643805,0.65643805
10,12,0.0426523,0.65643805,0.65643805
10,13,0.025950247,0.65643805,0.65643805
10,14,0.030003687,0.65643805,0.65643805
10,15,0.033132546,0.65643805,0.65643805
10,16,0.022836719,0.65643805,0.65643805
10,17,0.027636532,0.65643805,0.65643805
10,18,0.0235026,0.65643805,0.65643805
10,19,0.044230096,0.65643805,0.65643805
10,20,0.034449276,0.65643805,0.65643805
10,21,0.023230972,0.65643805,0.65643805
10,22,0.047637675,0.65643805,0.65643805
10,23,0.023012849,0.65643805,0.65643805
10,24,0.048428245,0.65643805,0.65643805
10,25,0.03219068,0.65643805,0.65643805
10,26,0.03355905,0.65643805,0.65643805
10,27,0.027352642,0.65643805,0.65643805
10,28,0.022996,0.65643805,0.65643805
10,29,0.022818567,0.65643805,0.65643805
10,30,0.02644474,0.65643805,0.65643805
11,0,0.036310364,0.65643805,0.65643805
11,1,0.060800035,0.65643805,0.65643805
11,2,0.02898433,0.65643805,0.65643805
11,3,0.035162363,0.65643805,0.65643805
11,4,0.017019728,0.65643805,0.65643805
11,5,0.03472109,0.65643805,0.65643805
11,6,0.061188273,0.65643805,0.65643805
11,7,0.033545088,0.65643805,0.65643805
11,8,0.038229983,0.65643805,0.65643805
11,9,0.020165073,0.65643805,0.65643805
11,10,0.03804202,0.65643805,0.65643805
11,12,0.03948976,0.65643805,0.65643805
11,13,0.028716415,0.65643805,0.65643805
11,14,0.020887999,0.65643805,0.65643805
11,15,0.03345276,0.65643805,0.65643805
11,16,0.015481973,0.65643805,0.65643805
11,17,0.029680878,0.65643805,0.65643805
11,18,0.027733175,0.65643805,0.65643805
11,19,0.05277639,0.65643805,0.65643805
11,20,0.035507005,0.65643805,0.65643805
11,21,0.015707994,0.65643805,0.65643805
11,22,0.051496048,0.65643805,0.65643805
11,23,0.027539132,0.65643805,0.65643805
11,24,0.061645057,0.65643805,0.65643805
11,25,0.03195424,0.65643805,0.65643805
11,26,0.03410605,0.65643805,0.65643805
11,27,0.029544776,0.65643805,0.65643805
11,28,0.015571854,0.65643805,0.65643805
11,29,0.01546952,0.65643805,0.65643805
11,30,0.029070579,0.65643805,0.65643805
12,0,0.038956128,0.65643805,0.65643805
12,1,0.033814993,0.65643805,0.65643805
12,2,0.029476369,0.65643805,0.65643805
12,3,0.03889761,0.65643805,0.65643805
12,4,0.03791254,0.65643805,0.65643805
12,5,0.026325718,0.65643805,0.65643805
12,6,0.03697236,0.65643805,0.65643805
12,7,0.037288662,0.65643805,0.65643805
12,8,0.038939483,0.65643805,0.65643805
12,9,0.03814806,0.65643805,0.65643805
12,10,0.026365524,0.65643805,0.65643805
12,11,0.037074972,0.65643805,0.65643805
12,13,0.029699584,0.65643805,0.65643805
12,14,0.038199868,0.65643805,0.65643805
12,15,0.026283149,0.65643805,0.65643805
12,16,0.037834413,0.65643805,0.65643805
12,17,0.028651634,0.65643805,0.65643805
12,18,0.03202521,0.65643805,0.65643805
12,19,0.027974855,0.65643805,0.65643805
12,20,0.026310407,0.65643805,0.65643805
12,21,0.03784104,0.65643805,0.65643805
12,22,0.03890953,0.65643805,0.65643805
12,23,0.03259633,0.65643805,0.65643805
12,24,0.037010852,0.65643805,0.65643805
12,25,0.026310721,0.65643805,0.65643805
12,26,0.026295982,0.65643805,0.65643805
12,27,0.028824348,0.65643805,0.65643805
12,28,0.037839033,0.65643805,0.65643805
12,29,0.03782952,0.65643805,0.65643805
12,30,0.029391017,0.65643805,0.65643805
13,0,0.04173391,0.65643805,0.65643805
13,1,0.038042817,0.65643805,0.65643805
13,2,0.025208402,0.65643805,0.65643805
13,3,0.041471757,0.65643805,0.65643805
13,4,0.034660093,0.65643805,0.65643805
13,5,0.031282704,0.65643805,0.65643805
13,6,0.03783764,0.65643805,0.65643805
13,7,0.022313561,0.65643805,0.65643805
13,8,0.04218692,0.65643805,0.65643805
13,9,0.03672665,0.65643805,0.65643805
13,10,0.0322809,0.65643805,0.65643805
13,11,0.03837507,0.65643805,0.65643805
13,12,0.04225489,0.65643805,0.65643805
13,14,0.037104685,0.65643805,0.65643805
13,15,0.030869376,0.65643805,0.65643805
